City_ID,City,Country,Max Temp,Current description,Lat,Lng,Hotel Name
652,Birpur,IN,84.02,clear sky,26.5167,87.0167,Maa Sherawali Sweet Content
653,La Ronge,CA,68.25,overcast clouds,55.1001,-105.2842,Northland Motor Hotel
654,Ponta Delgada,PT,65.12,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
657,Honavar,IN,80.31,light rain,14.2833,74.45,Hotel Sagar Residency
658,Cortez,US,83.52,clear sky,37.3489,-108.5859,Sand Canyon National 9 Inn
662,Pizarro,CO,81.95,light rain,4.9533,-77.366,Hotel Limonar
663,Salinas,US,78.82,few clouds,36.6777,-121.6555,Laurel Inn & Conference Center
664,Amarante Do Maranhao,BR,83.7,broken clouds,-5.5667,-46.7422,Hotéis Caçulinha
665,Dharmavaram,IN,82.8,moderate rain,14.4333,77.7167,BALAJI LODGE
670,Den Helder,NL,65.98,mist,52.9599,4.7593,Hotel Den Helder
672,Mlimba,TZ,69.37,light rain,-8.8,35.8167,California Lodge
673,San Luis,AR,70.0,scattered clouds,-33.295,-66.3356,Huarpes Hotel
676,Popondetta,PG,74.01,overcast clouds,-8.7537,148.2534,Timos Transit House
677,Paros,GR,71.31,clear sky,37.0833,25.15,Nikolas Hotel Paros
